1000	19
0.721096	0.721096	0.721095	0.721098	0.721098	0.721097	0.721099	0.721098	0.721102	0.721095	0.721099	0.721093	0.721099	0.721099	0.7211	0.721102	0.721097	0.721098	0.721098	
0.618547	0.618548	0.618547	0.618547	0.618549	0.618546	0.61855	0.618548	0.618553	0.618544	0.618549	0.618544	0.618546	0.618548	0.618548	0.618549	0.618547	0.618546	0.618546	
0.65489	0.654891	0.654891	0.654892	0.654892	0.654887	0.654892	0.654891	0.654895	0.654888	0.654892	0.654886	0.654891	0.65489	0.654893	0.654894	0.65489	0.654889	0.654889	
0.756996	0.756993	0.756992	0.756997	0.756994	0.756995	0.756998	0.756995	0.757	0.756992	0.756997	0.756992	0.756996	0.756996	0.756997	0.757	0.756996	0.756995	0.756995	
0.81461	0.814615	0.814608	0.814615	0.814612	0.814613	0.814612	0.814612	0.814617	0.814609	0.814613	0.814609	0.814613	0.814613	0.814614	0.814616	0.814613	0.814612	0.814612	
0.640311	0.640313	0.640313	0.640313	0.640313	0.64031	0.640315	0.640313	0.640317	0.640309	0.640315	0.640309	0.640312	0.640314	0.640314	0.640315	0.640312	0.64031	0.64031	
0.678127	0.678128	0.678127	0.678131	0.678131	0.678129	0.678132	0.67813	0.678133	0.67813	0.678128	0.678128	0.67813	0.67813	0.678132	0.678133	0.67813	0.678132	0.678132	
0.626758	0.626758	0.626757	0.626759	0.626759	0.626755	0.626759	0.626757	0.626761	0.626754	0.626759	0.626754	0.626756	0.626759	0.626759	0.62676	0.626757	0.626755	0.626755	
0.453766	0.453769	0.453767	0.453768	0.45377	0.453766	0.453769	0.453769	0.453772	0.453766	0.45377	0.453765	0.453768	0.453767	0.453769	0.45377	0.453768	0.453767	0.453767	
0.595559	0.595558	0.595559	0.595559	0.595558	0.595556	0.59556	0.595559	0.595561	0.595555	0.595561	0.595555	0.595558	0.595558	0.59556	0.595559	0.595557	0.595556	0.595556	
0.756131	0.756126	0.756124	0.756132	0.756127	0.75613	0.756133	0.75613	0.756135	0.756127	0.756126	0.756127	0.756131	0.75613	0.756133	0.756133	0.756129	0.756128	0.756128	
0.614864	0.614868	0.614866	0.61487	0.614868	0.614864	0.614869	0.614867	0.614872	0.614864	0.614871	0.614865	0.614868	0.614868	0.614869	0.61487	0.614867	0.614866	0.614866	
0.568258	0.56826	0.568258	0.56826	0.56826	0.568256	0.568261	0.56826	0.568263	0.568256	0.568263	0.568256	0.56826	0.56826	0.568261	0.568262	0.568259	0.568257	0.568257	
0.594085	0.594087	0.594086	0.594087	0.594086	0.594084	0.594088	0.594087	0.594091	0.594083	0.594088	0.594083	0.594085	0.594088	0.594089	0.594089	0.594086	0.594084	0.594084	
0.474483	0.474482	0.474482	0.474481	0.474483	0.474479	0.474483	0.474482	0.474484	0.47448	0.474485	0.474479	0.474481	0.474481	0.474482	0.474484	0.474481	0.47448	0.47448	
0.624287	0.624288	0.624286	0.624288	0.624288	0.624287	0.624289	0.624289	0.624292	0.624286	0.624287	0.624284	0.624289	0.624288	0.62429	0.624291	0.624288	0.624289	0.624289	
0.602006	0.60201	0.602007	0.602009	0.602009	0.602008	0.60201	0.60201	0.602012	0.602008	0.602008	0.602007	0.60201	0.602009	0.60201	0.602013	0.60201	0.60201	0.60201	
0.245369	0.24537	0.245369	0.245369	0.245369	0.245368	0.24537	0.24537	0.245371	0.245368	0.245372	0.245369	0.245369	0.24537	0.24537	0.24537	0.245369	0.245369	0.245369	
0.504031	0.504033	0.504033	0.504032	0.504033	0.504031	0.504035	0.504033	0.504037	0.504031	0.504033	0.504032	0.504032	0.504034	0.504034	0.504035	0.504034	0.504033	0.504033	
0.536674	0.536674	0.536674	0.536672	0.536674	0.536672	0.536675	0.536675	0.536677	0.536672	0.536675	0.536671	0.536673	0.536674	0.536676	0.536676	0.536674	0.536673	0.536673	
